"SubjectID" "Activity" "AVG-tBodyAcc-mean()-X" "AVG-tBodyAcc-mean()-Y" "AVG-tBodyAcc-mean()-Z" "AVG-tBodyAcc-std()-X" "AVG-tBodyAcc-std()-Y" "AVG-tBodyAcc-std()-Z" "AVG-tGravityAcc-mean()-X" "AVG-tGravityAcc-mean()-Y" "AVG-tGravityAcc-mean()-Z" "AVG-tGravityAcc-std()-X" "AVG-tGravityAcc-std()-Y" "AVG-tGravityAcc-std()-Z" "AVG-tBodyAccJerk-mean()-X" "AVG-tBodyAccJerk-mean()-Y" "AVG-tBodyAccJerk-mean()-Z" "AVG-tBodyAccJerk-std()-X" "AVG-tBodyAccJerk-std()-Y" "AVG-tBodyAccJerk-std()-Z" "AVG-tBodyGyro-mean()-X" "AVG-tBodyGyro-mean()-Y" "AVG-tBodyGyro-mean()-Z" "AVG-tBodyGyro-std()-X" "AVG-tBodyGyro-std()-Y" "AVG-tBodyGyro-std()-Z" "AVG-tBodyGyroJerk-mean()-X" "AVG-tBodyGyroJerk-mean()-Y" "AVG-tBodyGyroJerk-mean()-Z" "AVG-tBodyGyroJerk-std()-X" "AVG-tBodyGyroJerk-std()-Y" "AVG-tBodyGyroJerk-std()-Z" "AVG-tBodyAccMag-mean()" "AVG-tBodyAccMag-std()" "AVG-tGravityAccMag-mean()" "AVG-tGravityAccMag-std()" "AVG-tBodyAccJerkMag-mean()" "AVG-tBodyAccJerkMag-std()" "AVG-tBodyGyroMag-mean()" "AVG-tBodyGyroMag-std()" "AVG-tBodyGyroJerkMag-mean()" "AVG-tBodyGyroJerkMag-std()" "AVG-fBodyAcc-mean()-X" "AVG-fBodyAcc-mean()-Y" "AVG-fBodyAcc-mean()-Z" "AVG-fBodyAcc-std()-X" "AVG-fBodyAcc-std()-Y" "AVG-fBodyAcc-std()-Z" "AVG-fBodyAcc-meanFreq()-X" "AVG-fBodyAcc-meanFreq()-Y" "AVG-fBodyAcc-meanFreq()-Z" "AVG-fBodyAccJerk-mean()-X" "AVG-fBodyAccJerk-mean()-Y" "AVG-fBodyAccJerk-mean()-Z" "AVG-fBodyAccJerk-std()-X" "AVG-fBodyAccJerk-std()-Y" "AVG-fBodyAccJerk-std()-Z" "AVG-fBodyAccJerk-meanFreq()-X" "AVG-fBodyAccJerk-meanFreq()-Y" "AVG-fBodyAccJerk-meanFreq()-Z" "AVG-fBodyGyro-mean()-X" "AVG-fBodyGyro-mean()-Y" "AVG-fBodyGyro-mean()-Z" "AVG-fBodyGyro-std()-X" "AVG-fBodyGyro-std()-Y" "AVG-fBodyGyro-std()-Z" "AVG-fBodyGyro-meanFreq()-X" "AVG-fBodyGyro-meanFreq()-Y" "AVG-fBodyGyro-meanFreq()-Z" "AVG-fBodyAccMag-mean()" "AVG-fBodyAccMag-std()" "AVG-fBodyAccMag-meanFreq()" "AVG-fBodyBodyAccJerkMag-mean()" "AVG-fBodyBodyAccJerkMag-std()" "AVG-fBodyBodyAccJerkMag-meanFreq()" "AVG-fBodyBodyGyroMag-mean()" "AVG-fBodyBodyGyroMag-std()" "AVG-fBodyBodyGyroMag-meanFreq()" "AVG-fBodyBodyGyroJerkMag-mean()" "AVG-fBodyBodyGyroJerkMag-std()" "AVG-fBodyBodyGyroJerkMag-meanFreq()" "AVG-angle(tBodyAccMean,gravity)" "AVG-angle(tBodyAccJerkMean),gravityMean)" "AVG-angle(tBodyGyroMean,gravityMean)" "AVG-angle(tBodyGyroJerkMean,gravityMean)" "AVG-angle(X,gravityMean)" "AVG-angle(Y,gravityMean)" "AVG-angle(Z,gravityMean)"
"49" 9 "LAYING" -0.55915076723 -0.580070855264 -0.590419431388 -0.62235826508 -0.601250092672 -0.58360408968 -0.60171578148 -0.589306278534 -0.596588196 -0.57377013392 -0.56583344562 -0.57872219978 -0.55496683663112 -0.560835615354 -0.60406035912 -0.559209687626 -0.56294814594 -0.602783945198 -0.569398320576 -0.56661210224 -0.55438606819 -0.57213193844 -0.582751935118 -0.565205884724 -0.5741469387 -0.593166055952 -0.617263673944 -0.59093087216 -0.599116628708 -0.583321845692 -0.650911405086 -0.5411768960168 -0.570181590054 -0.53831129468 -0.574443845592 -0.57658446134 -0.585943345344 -0.553178982092 -0.5555541827 -0.56150711392 -0.5705378691 -0.59127530166 -0.573030273392 -0.556157312288 -0.51917129076 -0.59379356822 -0.611209078182 -0.600478062566 -0.6217382148 -0.5959666007364 -0.593639771052 -0.58943868378 -0.556151905096 -0.55349396556 -0.559893707482 -0.5532947498 -0.546085395382 -0.5790073689 -0.54776088965 -0.57091691838 -0.56213251326 -0.54912990566 -0.59195165725 -0.568816198048 -0.54556632045 -0.545182983742 -0.54483422606 -0.556492760672 -0.548126087926 -0.572309116754 -0.568866301304 -0.552842273524 -0.545932728428 -0.560617764554 -0.606726130756 -0.62816098242 -0.56614201388 -0.61292239765 -0.6053422579088 -0.55877468122 -0.57846632507 -0.595260679514 -0.581829327184 -0.595147920658 -0.5677238619 -0.591932025366
"50" 9 "SITTING" -0.552423788756 -0.574695405386 -0.5711871595 -0.58008278618 -0.57728370732 -0.55582382801 -0.55296160112 -0.588190023302 -0.59115382356 -0.5433098032 -0.52254390098 -0.587489796064 -0.54517561872 -0.588447245556 -0.533828860546 -0.553644429698 -0.539769700428 -0.49852220588 -0.5734490870006 -0.5464333058 -0.49666706386 -0.549888753172 -0.495051840408 -0.494844432406 -0.558249417648 -0.5173381148848 -0.539691649192 -0.520398037612 -0.550913267624 -0.5429474951286 -0.563982840036 -0.578327363054 -0.59911741676 -0.57470171172 -0.59695546986 -0.58967251077 -0.556213338728 -0.556641703838 -0.5294600539212 -0.55382683292 -0.576311953956 -0.542006277176 -0.556783355956 -0.539356115814 -0.560345462346 -0.5517777857 -0.568892812532 -0.555279957902 -0.570463880312 -0.544120946662 -0.549558634776 -0.57157300828 -0.56994917294 -0.586311163318 -0.60870582626 -0.61769830092 -0.609018682922 -0.61375508694 -0.60052790954 -0.56700217788 -0.6302952106 -0.62144734022 -0.62470945199 -0.58084845184 -0.63690623476 -0.579013132496 -0.5861861855 -0.59323954951 -0.598542361654 -0.551006555692 -0.602280640108 -0.58936506442 -0.565042290964 -0.644005843654 -0.57667438934 -0.581391953584 -0.555712490776 -0.58924836632 -0.56052303069 -0.5515158761 -0.59617696189 -0.584408588278 -0.61382590781 -0.640575461586 -0.55848191696 -0.59590624834
"51" 9 "STANDING" -0.573102075755556 -0.580342802244444 -0.548694808333333 -0.567727642428889 -0.578071622022222 -0.555960383553333 -0.576202580111111 -0.610518300944444 -0.584455949517778 -0.595443805988889 -0.578613850644444 -0.594603879082222 -0.552787410868889 -0.567927553004444 -0.587638173466667 -0.586211903662222 -0.620459318831556 -0.551163293062222 -0.608339061444444 -0.649889792168222 -0.603000070555556 -0.608295654213333 -0.571072086888889 -0.606844068708889 -0.552560079531111 -0.587781999126667 -0.575520351977778 -0.623301533466667 -0.651020527133333 -0.595628329091111 -0.560995811406667 -0.5736215262 -0.553319454428889 -0.560399895733333 -0.592889409577778 -0.625140810377778 -0.586310502622222 -0.644017854044444 -0.645598380884444 -0.599635606733333 -0.626098398353333 -0.595096466902222 -0.584771683786667 -0.639700183822222 -0.610311723088889 -0.585902459355556 -0.547255514098222 -0.596453368044444 -0.535959346733333 -0.540844600355556 -0.573747241577778 -0.537462959311111 -0.532511165822222 -0.526327888131778 -0.521758792022222 -0.548472357888889 -0.524510180417556 -0.528967379624444 -0.598765664042222 -0.528961191888889 -0.54318616094 -0.543058745733333 -0.492968483242222 -0.544149400555556 -0.527441208188889 -0.546331542266667 -0.587355296137778 -0.553865295244444 -0.5664497276 -0.556302454666667 -0.555731530428889 -0.523654485424444 -0.56287126598 -0.544643350888889 -0.571413332535111 -0.579963638533333 -0.597452239511111 -0.558795232666667 -0.556689314666667 -0.537709749733333 -0.496944275977778 -0.578694973648889 -0.523848327688889 -0.540662556155556 -0.554636190244444 -0.548924532088889
"52" 9 "WALKING" -0.201267491644231 -0.170236299694231 -0.192051947375 -0.204476813405769 -0.267919098734423 -0.200378493092308 -0.244920814301923 -0.26501241125 -0.269940786948077 -0.236862480405769 -0.275844604717308 -0.248218741465385 -0.234713354153846 -0.259684923732692 -0.240196438305769 -0.250710079115385 -0.238403738036538 -0.248918057315385 -0.250010690755192 -0.232705563442308 -0.211426956040385 -0.274463523019231 -0.234226924596154 -0.240720050121154 -0.221626666447885 -0.235167290805769 -0.253668392359038 -0.210096930788462 -0.231254218075 -0.243267817596154 -0.238273954159615 -0.206768004888077 -0.186249261442308 -0.219401498153846 -0.231733679652808 -0.165138208596154 -0.243078191888462 -0.222689130821346 -0.220493752003846 -0.212847230221154 -0.235111831461538 -0.220481228961538 -0.245402730755769 -0.248522349076923 -0.223229877094808 -0.272232685296923 -0.211888530430769 -0.25800008925 -0.241418417213615 -0.197091119236538 -0.188163806717308 -0.176769282423077 -0.225642077113462 -0.244424505928846 -0.250924111605769 -0.264765644866135 -0.287179500538462 -0.263435020623077 -0.233266841680769 -0.226268975784615 -0.231907871826923 -0.268991637307692 -0.274814411285577 -0.278819862538462 -0.280011134263462 -0.270993479882692 -0.246164544051923 -0.255153020711538 -0.297069018153846 -0.272887517276923 -0.246119374132692 -0.212151630730769 -0.2911427625 -0.251669563741269 -0.216189830617308 -0.267740301497692 -0.249888148596154 -0.252988768219231 -0.233757638884615 -0.21926696775 -0.246593569588462 -0.210790662244231 -0.232836336256923 -0.246963082353846 -0.2538713807 -0.219631553901538
"53" 9 "WALKING_DOWNSTAIRS" -0.128423109521429 -0.121928829990476 -0.12048145385 -0.0857942968333333 -0.148135084785714 -0.163820190142857 -0.119873029047857 -0.161128335288095 -0.170483766380952 -0.197876539333333 -0.226777533738095 -0.2393792973 -0.186666125880952 -0.214397198848333 -0.24198045697619 -0.205303861195238 -0.178850400338095 -0.19497067856969 -0.199318059459524 -0.174182541642857 -0.154711331990476 -0.191070553766667 -0.177182228666667 -0.216718810571429 -0.185252362288095 -0.196619862687143 -0.118306018478571 -0.15380281425619 -0.0809937738214286 -0.0974631136142857 -0.14123952337619 -0.168176819878571 -0.0980225466190476 -0.138726572859524 -0.185429205697619 -0.161177724721429 -0.138452624395238 -0.169579753914048 -0.206983966338095 -0.216651718261905 -0.128413983642857 -0.20051222842619 -0.10323481127619 -0.226117952119048 -0.161136553880952 -0.178883681452381 -0.131551785269048 -0.109974274308095 -0.205275538414286 -0.142962122068571 -0.124923547161905 -0.0756697547619048 -0.136396254614286 -0.159963894166667 -0.0525974058285714 -0.147038745019048 -0.0433001720738095 -0.0806213798309524 -0.19198201152381 -0.151629100466667 -0.167949937419048 -0.147095160452381 -0.115993655784762 -0.104263763180952 -0.0479152711190476 -0.131766210738095 -0.0814012636428571 -0.118332715333333 -0.134663911410952 -0.18473762760119 -0.117918311797619 -0.158986105428571 -0.155819757642857 -0.137593045619048 -0.190195362516667 -0.201002196877143 -0.150154411642857 -0.188564043861905 -0.158626198 -0.190249412719048 -0.101430144569048 -0.149050270819048 -0.108637902538095 -0.15348785302381 -0.10833011397619 -0.19013553397381
"54" 9 "WALKING_UPSTAIRS" -0.339995241791837 -0.295832041304082 -0.326635475918367 -0.326612170677551 -0.313363970530612 -0.315351668795918 -0.345744122510204 -0.295683493677551 -0.278646650993878 -0.251943739632653 -0.318216806595918 -0.320897158971429 -0.314715582063265 -0.274635227967347 -0.297269922806122 -0.275039549397959 -0.286981664581633 -0.296648121387755 -0.288549933469388 -0.322161164326531 -0.308985684183673 -0.289330822857143 -0.263490476218367 -0.281157283489796 -0.34753006977551 -0.290976887693878 -0.307677090730612 -0.317225220204082 -0.376820976246939 -0.292625673265306 -0.346843603857143 -0.357253026122449 -0.330531167142857 -0.325174208346939 -0.367052257083673 -0.375977731244898 -0.320683393979592 -0.253642164061224 -0.270397407466939 -0.33941081555102 -0.336190422310204 -0.316224177781633 -0.328260779104082 -0.297349672955102 -0.231316916538571 -0.282840904387755 -0.356994514755102 -0.315985273032653 -0.353836138555102 -0.280779199612245 -0.384448013755102 -0.34436436834898 -0.366535285214286 -0.30802787677551 -0.321932150571429 -0.328945609612245 -0.291052041197959 -0.334670939387755 -0.341533745510204 -0.299129237122449 -0.29509732827551 -0.27046349739898 -0.32306465522449 -0.334762900963265 -0.290906323918367 -0.278036899530612 -0.321914311241857 -0.312699636387755 -0.329644159434694 -0.365376481020408 -0.333207444798776 -0.331735094959184 -0.297950476042857 -0.343755054812245 -0.224870922122449 -0.319393114959184 -0.314594252081633 -0.344566852959184 -0.306091429897959 -0.315229804141633 -0.295484222612245 -0.328547986877551 -0.311308706580204 -0.33672996955102 -0.346038922102041 -0.285971972632653
"55" 10 "LAYING" -0.550417418103448 -0.591881335862069 -0.541311562258621 -0.560806564827586 -0.478982763775862 -0.559084546724138 -0.501626575239655 -0.55578982557069 -0.579609378172414 -0.543640931258621 -0.534001684741379 -0.529219850463793 -0.519975018598276 -0.548580836668966 -0.554215879918965 -0.526837648646552 -0.521849102065517 -0.51292467247931 -0.540152629506379 -0.549450700262069 -0.580051282898276 -0.616129772594828 -0.498151855396552 -0.528077968074138 -0.540034340068966 -0.550877647808621 -0.56792197812069 -0.551165064873621 -0.60314828227931 -0.622997105931035 -0.583431903117241 -0.611821674172414 -0.565522322137931 -0.5734592105 -0.580379681310345 -0.581433758724138 -0.532176184884483 -0.547899203396552 -0.529444624174138 -0.548838069193103 -0.538278020081034 -0.551036849327586 -0.54580088712069 -0.544029296551724 -0.532091351132776 -0.567360454003448 -0.512633448968966 -0.492294369948276 -0.492135825224138 -0.458420808396552 -0.456893618432759 -0.473450257518966 -0.522128122432759 -0.510242057427586 -0.521825893382759 -0.480124080017241 -0.558593760936207 -0.549998658236897 -0.582857218467241 -0.536467411115 -0.560876775937931 -0.55087086457069 -0.502516642804828 -0.540933667086207 -0.530546734844828 -0.604553031482759 -0.526857471606897 -0.531372685072069 -0.567550548277586 -0.622390590937069 -0.574042673456897 -0.577571010953448 -0.585784155185172 -0.564027724563793 -0.546684466258621 -0.611052795491379 -0.563529709101724 -0.576856995694828 -0.483501771439655 -0.466628151812069 -0.470458463518966 -0.52526710962069 -0.533208144851724 -0.524348281322414 -0.585102451818965 -0.58359512727931
"56" 10 "SITTING" -0.53740917237037 -0.51107862992037 -0.498685854185185 -0.506865634777778 -0.525595165868519 -0.468241934948148 -0.519055689731482 -0.583948672592593 -0.581399546381482 -0.572930757966667 -0.563984411018518 -0.578481514828889 -0.570032001931482 -0.594450826555556 -0.580623509498148 -0.598799705625926 -0.573428532940741 -0.530521306801852 -0.605476596462963 -0.575196626164815 -0.59782100567963 -0.586820537775926 -0.589823931888889 -0.57410872647963 -0.616270455485315 -0.547329483193102 -0.496046110388889 -0.551142330018519 -0.548231214777778 -0.512088259203704 -0.486558366185185 -0.508060326185185 -0.470004333314815 -0.504700832740741 -0.492287942144444 -0.467930080296296 -0.479543616037037 -0.579112621092593 -0.60713508162963 -0.554424737877778 -0.584400552944444 -0.543948744153704 -0.561062809814815 -0.55248458882037 -0.574548294144444 -0.572894097851852 -0.543194466431482 -0.570903999533333 -0.529072129233333 -0.553608143525926 -0.551901951459259 -0.576361707096667 -0.538590050176111 -0.543633586721296 -0.567765001657407 -0.560401702927778 -0.556468112594444 -0.562519933905556 -0.582428564376481 -0.581150568081481 -0.576260004220185 -0.564231803831482 -0.580498443662963 -0.558643412485185 -0.617884614764815 -0.604082567546852 -0.586542368944444 -0.550133294974074 -0.624809292101852 -0.567963150783333 -0.551983203496296 -0.560280339312963 -0.539943212224074 -0.542335827561111 -0.559837453474074 -0.581229384372222 -0.54376345456963 -0.528799032287037 -0.553557226562963 -0.561751570722222 -0.556658315522222 -0.535835790155741 -0.523820610675926 -0.540281618962778 -0.54199539342963 -0.552642139937037
"57" 10 "STANDING" -0.556568243952273 -0.562863095411364 -0.605252541509091 -0.587188647656818 -0.583965279795455 -0.6284703325 -0.572213171386364 -0.490067830681818 -0.557349853863636 -0.520377408788636 -0.505675887219545 -0.506353653772727 -0.529147535561364 -0.507720500681818 -0.541153182411364 -0.478344954090909 -0.549511521238636 -0.580288559686364 -0.561029149854545 -0.515358660638636 -0.575352367025 -0.538884726981818 -0.551485256093182 -0.499153257079545 -0.5431771632525 -0.573413425468182 -0.606952731954545 -0.581753481636364 -0.554987579244318 -0.528454055090909 -0.545408781054545 -0.580984528138636 -0.549520566170455 -0.563054504404545 -0.589814702527273 -0.565040358625 -0.595246731452273 -0.559464895925 -0.537576997909091 -0.529385337797727 -0.565523018327273 -0.562775562679545 -0.573104919261364 -0.525371625590909 -0.534762464612955 -0.574834067218182 -0.600157989227273 -0.636696511838636 -0.614999374045455 -0.626232230431818 -0.594187527493182 -0.601322797590909 -0.546680969061364 -0.610410884318182 -0.531912072031818 -0.555769740161364 -0.59402111845 -0.550901415795455 -0.531383274625 -0.572877122340909 -0.540940519568182 -0.589887607379545 -0.589336267636364 -0.52964968475 -0.581765234579545 -0.568656727318182 -0.559896987204546 -0.586880980863636 -0.550173893034091 -0.569356865409091 -0.570843187590909 -0.534774863409091 -0.576767389356818 -0.606198855159091 -0.531847657886364 -0.504021236295455 -0.551956349818182 -0.546577031659091 -0.550197429309091 -0.571958364759091 -0.616498960528864 -0.544301459188636 -0.631997625447727 -0.608961382159091 -0.576862007770455 -0.537158414909091
"58" 10 "WALKING" -0.194557015559811 -0.196760839743396 -0.190633875341509 -0.18003843345283 -0.189179926183019 -0.183796074498113 -0.181433067616981 -0.15307965859434 -0.150228469320755 -0.174903718590566 -0.194350198854717 -0.197227166762264 -0.194802564849057 -0.166967681301887 -0.163611721343396 -0.170642402388679 -0.185519710754717 -0.182636622754717 -0.210830369962264 -0.192529593915094 -0.185846217145906 -0.205893371907547 -0.211572482583019 -0.220716474649057 -0.205747414716226 -0.16220646094717 -0.178524413921698 -0.203859780771698 -0.1886192346 -0.169050029679245 -0.187314897764151 -0.168628331307547 -0.17312637304717 -0.190267050162264 -0.185896892239623 -0.175212955316981 -0.220580978396226 -0.210248966207547 -0.166185803377358 -0.195269446156604 -0.145205775792453 -0.195117641603208 -0.156762105756604 -0.194331531437736 -0.197532100828472 -0.16262076799434 -0.210757507443396 -0.200146499718868 -0.204800292324528 -0.177686883183019 -0.156594488283019 -0.18939718514717 -0.101131687958491 -0.105962776762264 -0.165259036828302 -0.132963603041509 -0.189383528173585 -0.110726746732075 -0.127617420879245 -0.153716399181132 -0.155311891420755 -0.136594094271698 -0.160157284679245 -0.0983154259716981 -0.0964972385433962 -0.135755935843396 -0.142488331967925 -0.1404542163 -0.170112255783019 -0.161581742264151 -0.122369261509434 -0.161623379820755 -0.127171245237736 -0.160106592922642 -0.178271586950943 -0.188980689101321 -0.126528045603774 -0.178512003849057 -0.170572474760377 -0.174435585320755 -0.188167130001887 -0.161185126792453 -0.157194073209434 -0.170822023718868 -0.164941658820755 -0.162562144137925
"59" 10 "WALKING_DOWNSTAIRS" -0.178007258394737 -0.112166650302632 -0.113512734421053 -0.109672430771053 -0.138946396097368 -0.177899026939474 -0.167062480071053 -0.0838401297878947 -0.107047394447368 -0.071617754868421 -0.0488015140526316 -0.0414104577684211 -0.0284799696315789 -0.0433222589473684 -0.0631112180105263 -0.0747899843026316 -0.0223150113947368 -0.0568515256052632 -0.104856904 -0.105784756657895 -0.0609935821578947 -0.110478432526316 -0.101504343815789 -0.0692695320157895 -0.046129290031579 -0.158084602481579 -0.166211612342105 -0.171802575876921 -0.182216138698947 -0.225235729671053 -0.190937352402632 -0.1190463151 -0.189568388868421 -0.138721795078947 -0.173827725578947 -0.160609884263158 -0.142076309784211 -0.139021025115789 -0.0880197149421053 -0.1433602933 -0.137908978034211 -0.172554600578947 -0.126164835247368 -0.157583078515789 -0.137723624578947 -0.157472436239474 -0.162091202675 -0.0888252689447368 -0.0996633011047368 -0.119581563360526 -0.117351773057895 -0.0628063252710526 -0.0358474533052632 0.00442831807631579 -0.0791469668157895 -0.0788140972736842 -0.103873181268421 -0.0716358604605263 -0.0648402095868421 -0.0975417072070263 -0.0409332932763158 -0.07137435023 -0.0646121916315789 -0.0844447454368421 -0.0306359361052632 -0.0235665249210526 -0.0520464545263158 -0.0469924430921053 -0.02052639105 -0.0428451116342105 -0.128358656552632 -0.00088286498947368 -0.0515993801123684 -0.0535830100789474 -0.056971116431579 -0.00953726699736842 -0.0602849940789474 -0.0441592037078947 -0.0948498140789474 -0.0989369209289474 -0.00534406489473684 -0.0334974713157895 -0.0521135469631579 -0.0480655960263158 -0.0603860986894737 -0.0192302205526316
"60" 10 "WALKING_UPSTAIRS" -0.236173132334043 -0.163586176985106 -0.197181056619149 -0.202410982720638 -0.207630243808511 -0.208603477295745 -0.20905395106383 -0.199721790851064 -0.215728856571064 -0.17479845942766 -0.257253474510638 -0.153001820478723 -0.204419361368085 -0.217093334117021 -0.198364579744681 -0.219184183768085 -0.186694593197872 -0.1928451996 -0.185126564429787 -0.203092309319149 -0.183598679808511 -0.222748353170213 -0.150781792914894 -0.205271766203745 -0.172162436374468 -0.184967208404255 -0.19095069806383 -0.148169449448085 -0.183760157282979 -0.148584818276596 -0.151375424576596 -0.199487920821277 -0.239733891468085 -0.174950816489362 -0.195295584131915 -0.228172036148085 -0.185427990002128 -0.189517991924681 -0.162393845914894 -0.145170783531915 -0.147349059446809 -0.18440717555 -0.182954575295745 -0.188016560206383 -0.177434789234043 -0.140597393489362 -0.19182803412766 -0.179041853425532 -0.21379918041617 -0.178916031891489 -0.198887699404255 -0.141816320345532 -0.199354736723404 -0.237751465374468 -0.219423184421277 -0.193169516838298 -0.23093211196383 -0.255157707342553 -0.21084533 -0.167601807742553 -0.20675917587234 -0.183682195595383 -0.187251672978723 -0.235580131344681 -0.240378332234043 -0.228459023814894 -0.200247660042553 -0.250882346695745 -0.225486859389362 -0.179839167546809 -0.144139045714894 -0.213606323695745 -0.155391285145745 -0.140667440808511 -0.246024731482979 -0.181429152717021 -0.205831240361702 -0.221659253437872 -0.190582584878723 -0.206524627406383 -0.243118618604255 -0.202320777084596 -0.228477176457447 -0.274769640829787 -0.163976433914894 -0.233968579323404
"61" 11 "LAYING" -0.575761597678947 -0.590040843103509 -0.568851875350877 -0.558409377291228 -0.566818177821053 -0.564650367795088 -0.575622699038597 -0.541680098580702 -0.533493766438596 -0.534764636212281 -0.565487556893158 -0.540956087982456 -0.565186218085965 -0.527062256726316 -0.547285707929825 -0.553713278242105 -0.546336329385965 -0.56250951667193 -0.532633954754386 -0.513771406666667 -0.502817646421053 -0.563822269070175 -0.5533134913 -0.594859682575439 -0.565526998350877 -0.538399179047368 -0.528245643894737 -0.539609123649123 -0.535380149389474 -0.498927242670175 -0.542992419319298 -0.505668173098246 -0.54834970819807 -0.544809749621053 -0.522815619494737 -0.528349579873684 -0.53998072594386 -0.556781011754386 -0.53373039202807 -0.51200634325614 -0.509013849966667 -0.527488490564912 -0.499638539403509 -0.483898027610526 -0.502756618212281 -0.518961162426316 -0.563937298378947 -0.533341250817544 -0.556262110828246 -0.566334654468421 -0.571958031098246 -0.567278265650877 -0.56294973662807 -0.589147835964912 -0.595762381363158 -0.593925141431579 -0.577782245210526 -0.5647656553 -0.57074711214386 -0.556532172584211 -0.572349179982456 -0.601405186779123 -0.582802582194737 -0.590468460373684 -0.574561189282456 -0.53972238045614 -0.553730848054386 -0.53045171552807 -0.552114221787018 -0.561425678829825 -0.556332238059649 -0.575998717747368 -0.550046420454386 -0.544798607699825 -0.532398254603509 -0.513740343340351 -0.5259615368 -0.557105989066667 -0.613706315103509 -0.585676125833333 -0.602042527375439 -0.56506264928386 -0.574723282357895 -0.577176003698246 -0.57896912726807 -0.574325856301754
"62" 11 "SITTING" -0.585218339045283 -0.587840556358491 -0.582850568566038 -0.597408441907547 -0.575487556769811 -0.5422783653 -0.571883858384906 -0.56481057809434 -0.55709140754717 -0.514809847773585 -0.497503099113208 -0.502323392067925 -0.509342156249057 -0.529054195211321 -0.503486541867925 -0.502008917113207 -0.52308365109434 -0.522875155258491 -0.518437763267925 -0.47869659054717 -0.54365616695283 -0.5259440471 -0.48529229854717 -0.504071958839623 -0.529217768083019 -0.533104074522642 -0.561216791273208 -0.54923021190566 -0.546205219609434 -0.570370346283019 -0.579363247271698 -0.58198259515283 -0.570038257277358 -0.584752968828302 -0.562670432137736 -0.580247027509434 -0.581372349566792 -0.538171985567358 -0.548874594578491 -0.573941089513208 -0.554047264111321 -0.542316313877358 -0.540898381073585 -0.567147545896226 -0.566384835075472 -0.575876706267925 -0.575514039041509 -0.586630751133962 -0.578586340803774 -0.515309317590566 -0.56340082245283 -0.583363726539623 -0.606379499358491 -0.587319103641509 -0.593015539731321 -0.622422285601887 -0.601351666584906 -0.582914826811321 -0.56974741665283 -0.595993386903774 -0.550039893954717 -0.566751623773585 -0.586941274660377 -0.589299718892453 -0.558069571075472 -0.576454342381132 -0.575091225939623 -0.545301963662264 -0.572504311020755 -0.582276339396226 -0.564344762428302 -0.59029024815283 -0.563193649415094 -0.591584449667925 -0.612437645018868 -0.568708861322642 -0.541738279681132 -0.545983698754717 -0.566309736875472 -0.558779378420755 -0.559719349358491 -0.554665979962264 -0.576937059433962 -0.57194289104717 -0.599898018735849 -0.579950679083019
"63" 11 "STANDING" -0.577015818425532 -0.607833971382979 -0.522213807623404 -0.549989483723404 -0.597126682914894 -0.554343929212766 -0.525927233191489 -0.563996934015106 -0.571015943344681 -0.580761888468085 -0.583372285365957 -0.595275901420426 -0.56545619633617 -0.575762002125532 -0.580679790434043 -0.56731883910234 -0.546228056791489 -0.585546956280851 -0.570531980929362 -0.578782387744681 -0.58833782603617 -0.584669397584468 -0.571321916085106 -0.557522420687234 -0.601703947534043 -0.5916553151 -0.581211221423404 -0.576083358553191 -0.570509537176596 -0.581990330170213 -0.587482578097872 -0.582918620914894 -0.584549629702128 -0.570874228659574 -0.5643776691 -0.606543681404255 -0.560859017468085 -0.643173760951064 -0.596296960787234 -0.580878888680851 -0.586492790893617 -0.594771030653191 -0.60860478346383 -0.614854408319149 -0.595104840893617 -0.598547020914894 -0.55952033006383 -0.624621312468085 -0.569190751085106 -0.565114803680851 -0.540134275468085 -0.55348339 -0.506091536744681 -0.48359398412766 -0.502243616306383 -0.500683105136596 -0.496689513244681 -0.493818362893617 -0.555164556751064 -0.576802963823404 -0.536225382697872 -0.531845953831915 -0.514438580748936 -0.523248364253191 -0.536191021957447 -0.554784832370213 -0.548513719042553 -0.611979551668085 -0.570125890578723 -0.534185890634043 -0.547403502606383 -0.553523151255319 -0.528508777934043 -0.534004638034043 -0.571220304542979 -0.577230171757447 -0.587266013474468 -0.587571300359574 -0.578017840361702 -0.534827942191489 -0.526538937723404 -0.520238504106383 -0.511040072744681 -0.530643430212766 -0.533594920110638 -0.547326098702128
